Timestamp,Shift,Heat Number,Casting Speed,Mold Level,Downtime,Production,Temperature,Water Flow,Hydraulic Pressure,Alarm,Alarm Severity,Downtime Category,Machine Status,PLC_Status,Mold_Status,Oscillation_Status,Hydraulic_Status,Water_Cooling_Status,Shear_Status,Roller_Table_Status
2026-01-03 04:50:00,Night,10276,1.109266517607743,78.74112673238146,0.0,13.710714151098115,1526.4861657703173,1890.2529458737617,124.12702910576536,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 05:00:00,Night,10761,1.182777338168585,78.54871073284046,0.0,15.481661091389796,1523.803772348931,1898.816257375458,121.19252192961753,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 05:10:00,Night,10026,1.1619215936150284,78.63232050113209,0.0,14.040939041381494,1526.0887984919286,1898.9178461235833,118.46049790491055,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 05:20:00,Night,10130,1.1083161422400207,78.81926128415631,0.0,12.814074366334667,1521.0950964306678,1909.0293768274746,119.58618179272376,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 05:30:00,Night,10265,1.120849227434389,78.20265093800025,12.0,14.109433656112712,1523.0894871596724,1916.4329419850903,117.12064145726994,Mold Level Low,Medium,Electrical,Stopped,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 05:40:00,Night,10827,1.1363186965796361,78.90612398771887,0.0,12.974450002723033,1520.4414578189062,1900.8096572891739,119.55972465581745,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 05:50:00,Night,10394,1.1234600205561556,78.04418404661767,0.0,13.87541054792643,1521.7854781843923,1905.3277684848392,116.37537559892324,No Alarm,None,None,Running,Healthy,Warning,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-03 06:00:00,Morning,10035,1.1066864664260854,78.77297964612268,0.0,14.734370414177919,1522.0700016555327,1902.242681806293,117.07835655550697,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 06:10:00,Morning,10521,1.1060191427881503,78.77080369614934,0.0,12.488405250829482,1520.7970784495249,1932.44780825054,115.45683995776399,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-03 06:20:00,Morning,10628,1.0953627870077585,78.51949229153956,0.0,12.796387080457253,1519.4404032970833,1921.0424127183273,115.3624590256646,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-03 06:30:00,Morning,10458,1.1014425660074811,78.83220205297059,0.0,13.04560950348041,1518.7941095719814,1924.7610491667206,117.37338306673993,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 06:40:00,Morning,10089,1.1351179847312172,78.67556877605745,0.0,14.144650907342543,1516.3089590878556,1912.4255823730955,115.33001972591475,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 06:50:00,Morning,10880,1.0082631417606123,78.58667682040304,0.0,12.347287522055307,1519.3299976189194,1925.2596698209118,114.19859834686672,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 07:00:00,Morning,10859,1.0726468109949403,78.97151780855685,0.0,14.387480604624015,1523.3347093908233,1931.3525286780302,113.21039878567481,No Alarm,None,None,Running,Warning,Healthy,Healthy,Warning,Warning,Healthy,Healthy
2026-01-03 07:10:00,Morning,10912,1.0797538735844086,78.7751310154028,6.0,14.164967250169296,1517.5479277776042,1927.1448052676103,112.10776976626296,Roller Jam,Low,Mechanical,Stopped,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 07:20:00,Morning,10964,1.0782775954606112,79.45504447198286,0.0,13.825161005505658,1517.8857094233692,1939.5312512647731,112.67782883752966,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Warning
2026-01-03 07:30:00,Morning,10318,1.0534283214760665,78.97976867016288,0.0,13.26979523849155,1525.529343641212,1951.041598505427,114.19742859020604,No Alarm,None,None,Running,Healthy,Warning,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 07:40:00,Morning,10422,1.007335644990329,79.8423590655753,0.0,12.866956406268491,1519.1918106714752,1926.4471905760538,115.18238969278549,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 07:50:00,Morning,10960,1.065606293776205,79.20581268280402,0.0,12.7166910234832,1521.302164786738,1927.1725785011056,113.33660802511048,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-03 08:00:00,Morning,10450,1.103606836045972,79.57495440862094,0.0,14.39513269806428,1521.8080955875082,1929.4957615048763,115.95646257630564,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 08:10:00,Morning,10865,1.002093438484951,79.67607694285525,0.0,11.747737003010446,1521.5483679556446,1950.3736955942327,113.3328227005233,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 08:20:00,Morning,10648,1.070661468707864,80.58093708753779,0.0,13.96803225457986,1515.7637893807598,1946.7025251061907,114.08823549074246,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 08:30:00,Morning,10928,1.031852991808294,80.30760134630818,9.0,13.728462149086855,1518.658026526015,1937.94859816833,113.31459848025118,Water Flow Alarm,Low,Process,Stopped,Healthy,Warning,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 08:40:00,Morning,10011,1.0371652846336445,80.21418087580129,0.0,13.112171279382219,1514.8456213370343,1939.8210212054921,116.08909980620545,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 08:50:00,Morning,10707,1.0050568152057586,80.61967688619102,0.0,12.4398610487986,1524.652771995888,1933.3163007009503,117.75824930010978,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 09:00:00,Morning,10801,1.0245986158037768,79.69571059210138,5.0,13.08769963336398,1514.1867364250058,1947.1119332676524,113.51565503988701,Mold Level Low,High,Process,Stopped,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 09:10:00,Morning,10199,1.071978150834961,80.6359944892208,0.0,11.396664026366542,1515.1833381157883,1936.917892568229,115.64670498057163,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 09:20:00,Morning,10736,1.049162072061885,81.56238017096813,0.0,13.326106653713385,1514.8234447168618,1937.6643646211826,118.05144554978565,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 09:30:00,Morning,10196,1.082722448590254,80.9211415324927,0.0,13.454682808890311,1513.2992427489141,1944.2265859569786,115.3036194045486,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 09:40:00,Morning,10905,1.065514094057027,80.99417092897664,0.0,13.283486496572943,1520.0332246298938,1937.2887471566742,118.25579481642691,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-03 09:50:00,Morning,10909,1.0431726582057559,81.27834831273006,0.0,13.534230986600427,1522.314577033563,1936.1770694071945,119.60158292968285,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 10:00:00,Morning,10004,1.08249668901491,81.50207977304515,0.0,13.478870367591064,1514.672656420114,1937.2364110073222,118.80835933545288,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Warning
2026-01-03 10:10:00,Morning,10508,1.0438967672472828,80.42165299198032,0.0,12.250564790935224,1512.1623886647162,1942.4446066748044,119.96631335550474,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-03 10:20:00,Morning,10383,1.056482968999401,80.6160393098094,0.0,13.107055242914749,1509.4713917234724,1948.0233579620206,122.01752768775252,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 10:30:00,Morning,10891,1.0240277507377797,81.43247065135317,0.0,12.847635723078824,1514.0535333819441,1938.1501153994109,122.84195859907186,No Alarm,None,None,Running,Fault,Warning,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 10:40:00,Morning,10321,1.0365640595044725,81.11242958964988,0.0,13.037504481912615,1513.473831640275,1938.3588678138212,121.02385371824214,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 10:50:00,Morning,10721,1.015643956967169,81.96351104355162,0.0,12.808893019189158,1512.2392826562989,1928.6577809937187,121.04275559945503,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 11:00:00,Morning,10117,1.0686031891689618,81.34296670870178,0.0,14.085098196055009,1514.026569483947,1922.7840660108895,121.14422544860832,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 11:10:00,Morning,10213,1.0062583265962386,80.71536395660883,0.0,11.818004895329079,1514.0704889593023,1931.741792356476,123.96468783864418,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 11:20:00,Morning,10986,1.068104168636932,80.99177495193256,0.0,13.474292427277044,1513.5044816115244,1925.8255045201076,121.66242941810098,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 11:30:00,Morning,10385,1.0422654708375045,80.398510814331,0.0,13.931269174501576,1511.5264355180102,1910.9115729507087,123.48864243245187,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 11:40:00,Morning,10766,1.0867885396936754,81.39373230589345,0.0,12.370628698314906,1509.189374088592,1917.406027829174,124.36024446822736,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 11:50:00,Morning,10968,1.0781467887187768,81.39070709931413,0.0,13.602587535530747,1513.2423322081534,1917.016399450463,124.03636432213482,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 12:00:00,Morning,10966,1.1145009151168028,81.264778808694,0.0,13.521496487578904,1511.2519085073661,1911.1663567299697,125.33234122986963,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 12:10:00,Morning,10020,1.0863436543452611,81.82466216520747,0.0,13.31979841018459,1513.0938390375418,1924.606595684428,128.38063852322628,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 12:20:00,Morning,10233,1.022062155762253,81.8213963596775,11.0,12.142411694778065,1512.5107707033862,1914.0374567589731,125.41098181566733,Hydraulic Pressure Drop,High,Mechanical,Stopped,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-03 12:30:00,Morning,10715,1.072266964555843,81.21339695904284,0.0,13.284651555957725,1506.6549719817403,1918.5848663749268,125.23256824480562,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 12:40:00,Morning,10927,1.044401197577766,80.35834424484123,0.0,14.343893899820909,1506.3095910225725,1907.0738287916242,127.11410545344306,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 12:50:00,Morning,10979,1.0695162188319745,81.38139039166305,0.0,12.48385148257563,1507.7048236063142,1902.9624242228253,126.2649519455038,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 13:00:00,Morning,10721,1.136105034163823,81.27100413888608,0.0,13.382585925312608,1506.6650537403202,1892.1531650875017,127.72667408609726,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 13:10:00,Morning,10105,1.1157805297953831,81.07971942738989,0.0,13.035902423327837,1510.920121300191,1897.0775829742956,126.15917115986603,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-03 13:20:00,Morning,10743,1.081737541128207,81.24902266125483,0.0,14.730912064742258,1509.6514575616952,1894.4361849088366,125.56594722478832,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 13:30:00,Morning,10272,1.0784908047904345,80.2850234903142,0.0,13.15749726601553,1511.277898666371,1880.7696321034557,123.56750256700722,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 13:40:00,Morning,10809,1.1162094724202158,81.44376890456472,0.0,13.934671063009326,1509.2940828193694,1884.8019592482124,123.55117598477084,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 13:50:00,Morning,10548,1.08516018853166,80.14136394564325,0.0,13.282554297871382,1508.6141561722202,1883.9918997879424,123.02400157250254,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 14:00:00,Evening,10184,1.1080412239897108,80.70604785334214,0.0,13.189419284989222,1510.8987881822084,1887.4056090275885,125.36180452669974,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Warning
2026-01-03 14:10:00,Evening,10844,1.1441214982102121,79.60982293764984,9.0,14.136913274997548,1508.8984612372806,1885.3788360633578,122.90263057687542,Water Flow Alarm,Medium,Process,Stopped,Healthy,Healthy,Healthy,Warning,Warning,Healthy,Healthy
2026-01-03 14:20:00,Evening,10989,1.1760533780930749,79.7890831035944,0.0,16.421437750179027,1507.7372603067192,1874.70910617576,125.62941971633174,No Alarm,None,None,Running,Warning,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 14:30:00,Evening,10507,1.1663162189676974,80.64304468000593,0.0,15.553402381778197,1511.129584102361,1880.8739306159525,123.70322675540272,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 14:40:00,Evening,10813,1.085980053891443,79.80719222864325,0.0,12.977694201188447,1507.5967722728456,1873.5313001449067,122.88147181379814,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 14:50:00,Evening,10060,1.170500545104497,80.1231900021808,0.0,15.084558685949393,1506.4475610444465,1850.0070527474372,121.63771674977014,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 15:00:00,Evening,10272,1.1701462723565315,79.7591486952075,0.0,14.04476246359018,1505.0329218124027,1867.182593502618,122.84641871166421,No Alarm,None,None,Running,Healthy,Warning,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 15:10:00,Evening,10128,1.1869621998448618,79.50185829630706,0.0,13.59357015086842,1508.8237882097385,1877.916889350828,120.56269661361331,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-03 15:20:00,Evening,10284,1.2295162696511943,79.97202264184678,0.0,16.08261101300517,1510.1174258262733,1854.1917652948919,119.7587579654066,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 15:30:00,Evening,10376,1.125521571904811,79.21844039120903,0.0,14.881084641460625,1506.8768397255428,1867.0527134363176,121.77094477335596,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Warning,Healthy
2026-01-03 15:40:00,Evening,10432,1.175958898284458,78.49219743905735,0.0,15.431722804289253,1510.2715936108655,1877.4886295045578,120.17073718462832,No Alarm,None,None,Running,Healthy,Healthy,Warning,Warning,Healthy,Healthy,Healthy
2026-01-03 15:50:00,Evening,10323,1.2175576543807185,78.7801065664639,0.0,14.89056500530528,1502.0952546170183,1857.5333495807404,118.86608936025806,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 16:00:00,Evening,10545,1.15836733819244,79.22502586516123,0.0,14.36284871360411,1506.9200915192152,1862.6087960356401,119.32904999395781,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 16:10:00,Evening,10220,1.2559061223563743,79.07280824005439,0.0,16.223662417015365,1507.0167694871348,1851.2990214937827,117.99576909243,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 16:20:00,Evening,10348,1.2283006701523629,78.20536982836579,14.0,15.627805603048213,1505.3775060252365,1874.0585696305263,117.89051976356512,Roller Jam,Low,Electrical,Stopped,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 16:30:00,Evening,10841,1.248062303941654,78.46814972952086,0.0,15.325232569362745,1513.252138195408,1859.856716659201,115.92220919666988,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 16:40:00,Evening,10563,1.2107270707675992,78.45951260235479,0.0,14.000738110512275,1507.2437624349332,1860.5544362777914,118.88937763540716,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 16:50:00,Evening,10027,1.2572186549722846,78.48940439112135,0.0,15.794945823052966,1506.5256484406145,1870.8507750443162,115.24774902646195,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 17:00:00,Evening,10329,1.269554747055328,78.03808745204495,0.0,16.62474108565688,1507.7642456852543,1865.3207874716988,117.38943953847048,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 17:10:00,Evening,10830,1.2489118029543758,78.29976184208158,0.0,14.773085734605788,1502.8649189342866,1853.21410272789,114.91924478356319,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 17:20:00,Evening,10181,1.2530987035089047,78.2323794017839,0.0,16.110865361034495,1506.162712750753,1855.4078198504506,115.78657208662821,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 17:30:00,Evening,10922,1.258021762448392,78.81539550433058,0.0,15.957351217198486,1510.7282522017913,1865.0875126064318,115.42306816783018,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 17:40:00,Evening,10296,1.2275476064545696,78.82375289789408,0.0,15.869448864944754,1506.922379719376,1856.8498128477204,115.69670102847029,No Alarm,None,None,Running,Fault,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 17:50:00,Evening,10631,1.2522394013875018,78.44551227883638,0.0,16.263375367147077,1506.6634057825986,1845.789078747025,113.14695732419307,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-03 18:00:00,Evening,10476,1.2549777541137446,78.36113664551242,0.0,15.201096257074061,1512.2659161171127,1863.3509391306225,115.34008936087594,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-03 18:10:00,Evening,10626,1.2736053733979813,78.59832443191175,0.0,14.788195587359304,1512.6142629805163,1853.1459365975575,116.2181329657769,No Alarm,None,None,Running,Warning,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 18:20:00,Evening,10798,1.2943025026028512,78.25024348751187,0.0,15.805317614557623,1510.841966055959,1879.2842171551883,113.70497782018788,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 18:30:00,Evening,10150,1.2344031994209232,78.16253662582766,0.0,16.052429115030446,1508.711182874619,1869.284072034347,114.12985697752332,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 18:40:00,Evening,10353,1.2639020935548189,78.29914588144645,0.0,15.419373436967057,1509.562659757959,1862.2869264205042,113.59194268218124,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 18:50:00,Evening,10569,1.3132260822832578,78.48446844440058,0.0,15.929495701840374,1508.4754178643677,1865.733203005998,113.99397517024966,No Alarm,None,None,Running,Fault,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 19:00:00,Evening,10261,1.2472383022671953,78.34491962089716,0.0,14.315533538992694,1508.3345984854145,1858.1284264818876,116.70888249425782,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Warning,Healthy
2026-01-03 19:10:00,Evening,10376,1.245273107801811,78.95530535734768,0.0,16.792767135708296,1508.5566725725841,1866.4881302166964,113.74897389013114,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 19:20:00,Evening,10886,1.2760343614046143,79.2702407276198,0.0,16.528429066555397,1509.978339006462,1885.564438043578,114.17281033247515,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-03 19:30:00,Evening,10230,1.2949511310280155,78.43847871806436,0.0,16.725816324742528,1509.3011232786848,1897.538425548314,117.63265898473331,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 19:40:00,Evening,10190,1.2692476553720564,79.18476467128252,0.0,16.543003462896337,1508.3508922558854,1887.835851741473,116.88822931092403,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 19:50:00,Evening,10584,1.307692093839997,79.1938618596521,0.0,16.749847026080346,1513.18773920896,1883.7087433065274,119.16098895934945,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 20:00:00,Evening,10100,1.2920819394610155,79.53054700623012,0.0,15.979994044637023,1513.6106996583405,1883.4789199505797,116.5875981230785,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Warning,Healthy
2026-01-03 20:10:00,Evening,10002,1.2898284664947082,79.50508166946156,0.0,16.00822095829831,1517.6661092179731,1881.830186750725,117.81993651192103,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 20:20:00,Evening,10870,1.279039571936243,79.04853013353535,0.0,15.68869959398855,1512.1371618725998,1908.5545674323296,117.43915805847229,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-03 20:30:00,Evening,10277,1.3297410083454448,79.24729496189677,15.0,18.46608113240856,1514.9451190988673,1893.195940381174,118.98516860455847,Water Flow Alarm,Medium,Mechanical,Stopped,Warning,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 20:40:00,Evening,10121,1.2509127575864922,79.88802043356564,0.0,16.02554789174076,1515.3854963211602,1914.2839788818562,117.2773860179571,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Warning,Healthy,Healthy,Healthy
2026-01-03 20:50:00,Evening,10657,1.193787761811839,80.41262256394994,0.0,14.597686713701984,1514.3689587247593,1911.1718402600961,120.82727440882032,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 21:00:00,Evening,10481,1.298526307469841,79.24028673512042,0.0,16.557426585289406,1517.2642154743287,1888.761951450249,120.9924714821458,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Warning
2026-01-03 21:10:00,Evening,10456,1.2328631469789042,80.38822957512525,0.0,14.70318109473688,1517.7402751007835,1900.0133987755332,121.12817263647362,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 21:20:00,Evening,10439,1.2457279431622497,80.84803032209719,0.0,16.62475399254058,1517.0175454152975,1902.6176229217838,121.30977428273673,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 21:30:00,Evening,10146,1.2773900560326623,80.43063064775626,0.0,15.504627333343281,1515.953737038574,1909.9247699425327,121.26771262700595,No Alarm,None,None,Running,Healthy,Healthy,Warning,Healthy,Healthy,Healthy,Healthy
2026-01-03 21:40:00,Evening,10859,1.1853759003499558,80.82816788855932,0.0,15.167958557210174,1516.0888483924773,1912.6276520861736,123.75448417706887,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 21:50:00,Evening,10002,1.1909769452443542,80.43888476727282,0.0,15.633396156374621,1513.948170627938,1939.5684583023592,121.98694368597805,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 22:00:00,Night,10484,1.1753283956563438,80.77939354215178,13.0,14.960942926647794,1515.7317249840148,1909.3998007752175,124.48365549212829,Hydraulic Pressure Drop,Critical,Electrical,Stopped,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Warning
2026-01-03 22:10:00,Night,10271,1.1941566348700776,80.28006153216116,0.0,14.993086930149717,1516.5635998082166,1922.1884128145477,126.79718923040122,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 22:20:00,Night,10642,1.225574048463962,80.08553285471281,0.0,15.327237065198736,1515.6729934769096,1927.5373043163258,126.48589791316292,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 22:30:00,Night,10550,1.2223223156556866,81.48811780560463,0.0,15.239520177875109,1519.938331571378,1924.7408248490478,123.24554962534904,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Warning,Healthy,Healthy
2026-01-03 22:40:00,Night,10385,1.208921999650402,80.79704392739595,0.0,14.707836053380772,1522.176095793729,1927.67302964053,124.70557356583669,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 22:50:00,Night,10535,1.1521316547625222,81.08059483498292,0.0,14.087007283692733,1517.249915370997,1920.352268380953,126.09990418186355,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 23:00:00,Night,10227,1.1189550296852937,80.77122873401066,0.0,15.022651132621826,1520.5529225471184,1931.3542275760058,125.6984340112873,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 23:10:00,Night,10132,1.1835141915616378,80.81561575972334,0.0,14.717951751640864,1517.5711803403474,1936.2496127277775,124.2343149308049,No Alarm,None,None,Running,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 23:20:00,Night,10906,1.1612573733905862,81.35429152875156,0.0,13.965659778814386,1519.6934035331972,1936.2924347850985,126.44772365521503,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
2026-01-03 23:30:00,Night,10614,1.182640890175088,81.16633673489984,0.0,14.421602809385544,1519.0154993528508,1939.5968504237321,125.9852633761238,No Alarm,None,None,Running,Healthy,Warning,Healthy,Healthy,Healthy,Healthy,Healthy
