Timestamp,Shift,Heat_Number,Strand,Steel_Grade,Casting_Speed_m_min,Target_Speed_m_min,Mold_Level_mm,Mold_Level_Deviation_mm,Steel_Temperature_C,Tundish_Temperature_C,Water_Flow_L_min,Hydraulic_Pressure_bar,Oscillation_Frequency_cpm,Slab_Width_mm,Slab_Thickness_mm,Slab_Length_m,Production_Ton,Downtime_min,Downtime_Reason,Alarm_Name,Alarm_Severity,Machine_Status,PLC_Status,Breakout_Risk_pct,Availability_pct,Yield_pct,OEE_pct
2026-07-02 13:47:00,Morning,HT2026070202268,2,API X60,4.26,4.3,70.27,0.57,1564.2,1554.2,1029,169.6,210,1600,220,8.83,24.81,0,None,None,None,Running,Fault,89,95.95,99.01,84.03
2026-07-02 13:48:00,Morning,HT2026070202269,1,E250,4.69,4.3,74.91,1.59,1548.6,1547.3,1153,180.2,209,1100,200,8.17,23.75,10,Mechanical,Mold Level Low,Low,Fault,Healthy,87,90.3,98.76,92.78
2026-07-02 13:49:00,Morning,HT2026070202270,2,E250,5.18,4.3,70.79,0.37,1547.5,1536.3,1035,172.2,205,1300,220,10.08,24.84,0,None,None,None,Running,Healthy,91,99.73,98.4,82.95
2026-07-02 13:50:00,Morning,HT2026070202271,1,IS2062,4.36,4.3,74.72,1.53,1553.2,1537,1428,171.5,233,1600,250,11.54,26.75,22,Planned,Speed Drop,High,Fault,Healthy,31,95.06,99.21,90.62
2026-07-02 13:51:00,Morning,HT2026070202272,1,IS2062,4.88,4.3,71.82,-0.38,1553.7,1551.1,1349,187.8,213,900,200,9.07,18.4,0,None,None,None,Running,Healthy,75,98.59,98.84,86.91
2026-07-02 13:52:00,Morning,HT2026070202273,1,SAE1008,3.84,4.3,68.17,-1.15,1545.6,1548.3,1444,160.3,181,900,230,8.96,24.81,0,None,None,None,Running,Warning,17,90.24,95.26,89.7
2026-07-02 13:53:00,Morning,HT2026070202274,1,API X60,4.5,4.3,73.77,-1.22,1545.5,1539.7,1448,182.4,199,1500,220,11.11,31.34,0,None,None,None,Running,Healthy,59,93.46,96.68,94.47
2026-07-02 13:54:00,Morning,HT2026070202275,1,SAE1008,3.91,4.3,73.41,0,1552.7,1552.2,1080,170.4,228,1300,220,8.76,29.27,0,None,None,None,Running,Fault,86,92.94,97.37,82.23
2026-07-02 13:55:00,Morning,HT2026070202276,1,IS2062,4.12,4.3,71.23,-1.16,1549,1543.3,1544,171.1,223,900,230,8.05,21.9,0,None,None,None,Running,Warning,26,95.31,97.73,83.2
2026-07-02 13:56:00,Morning,HT2026070202277,2,API X60,4.76,4.3,71.63,1.14,1564.6,1544,1501,161.4,239,900,200,11.89,33.24,0,None,None,None,Running,Warning,74,94,96.94,87.69
2026-07-02 13:57:00,Morning,HT2026070202278,1,E250,5.07,4.3,68.55,-1.44,1564.4,1538.8,1551,181,226,1100,200,10.88,27.25,28,Process,Speed Drop,Medium,Fault,Healthy,51,94.55,95.54,93.49
2026-07-02 13:58:00,Morning,HT2026070202279,2,IS2062,4.89,4.3,72.9,0.46,1554.6,1551,1587,178.3,218,1600,220,10.28,32.3,0,None,None,None,Running,Fault,10,93.95,96.31,88.53
2026-07-02 13:59:00,Morning,HT2026070202280,1,E350,4.43,4.3,74.1,-0.57,1564.4,1539.1,1256,185.7,208,1300,250,8.03,30.31,0,None,None,None,Running,Healthy,87,90.31,99.11,90.39
2026-07-02 14:00:00,Evening,HT2026070202281,1,E250,4.33,4.3,74.11,1.49,1558.6,1549.6,1134,151.6,183,1600,200,9.63,22.46,0,None,None,None,Running,Healthy,19,97.98,96.91,84.03
2026-07-02 14:01:00,Evening,HT2026070202282,1,API X60,4.34,4.3,71.46,1.37,1564.4,1551.5,1172,179.8,198,1600,200,8.7,23.8,0,None,None,None,Running,Healthy,70,98.64,97.52,82.21
2026-07-02 14:02:00,Evening,HT2026070202283,1,IS2062,3.88,4.3,72.17,1.22,1564.6,1545.2,1511,186.6,200,1100,230,9.73,24.27,0,None,Speed Drop,Low,Running,Warning,83,99.59,96.45,92.52
2026-07-02 14:03:00,Evening,HT2026070202284,1,SAE1008,3.97,4.3,70.7,-0.84,1563.2,1552.5,1444,170,225,1500,220,8.45,20.5,0,None,None,None,Running,Healthy,88,98.94,97.11,82.77
2026-07-02 14:04:00,Evening,HT2026070202285,2,API X60,3.93,4.3,72.23,-1.13,1549.5,1537.7,942,165.1,208,900,220,11.78,29.63,0,None,None,None,Running,Warning,11,98.82,97.88,92.68
2026-07-02 14:05:00,Evening,HT2026070202286,2,IS2062,4.94,4.3,73.48,1.67,1551.7,1552.5,1583,156.8,212,1100,220,11.08,21.86,0,None,None,None,Running,Fault,88,97.29,98.31,82.31
2026-07-02 14:06:00,Evening,HT2026070202287,2,SAE1008,3.85,4.3,68.95,1.37,1554.2,1542,1290,180.1,210,1500,250,10.88,33.7,14,Electrical,Water Flow Low,Medium,Fault,Warning,100,98.28,95.35,83.83
2026-07-02 14:07:00,Evening,HT2026070202288,1,IS2062,3.89,4.3,71.33,-0.48,1558.4,1548.4,1134,178.5,236,900,250,8.17,22.02,0,None,None,None,Running,Warning,36,93.14,97.44,83.64
2026-07-02 14:08:00,Evening,HT2026070202289,1,API X60,4.05,4.3,69,1.72,1557.6,1542.8,1213,155.4,186,1600,200,8.01,26.99,0,None,None,None,Running,Fault,83,93.37,95.41,85.74
2026-07-02 14:09:00,Evening,HT2026070202290,2,IS2062,5.08,4.3,68.28,0.27,1553.6,1540.9,975,162.1,198,900,200,8.71,23.16,0,None,None,None,Running,Fault,46,99.48,95.08,89.15
2026-07-02 14:10:00,Evening,HT2026070202291,2,E250,4.61,4.3,72.83,1.76,1547.7,1554.2,1211,158.3,199,900,250,9.96,27.51,0,None,None,None,Running,Warning,25,97.46,95.42,87.14
2026-07-02 14:11:00,Evening,HT2026070202292,2,API X60,4.48,4.3,72.83,0.45,1564.5,1541.3,1103,162.8,210,1500,250,8.59,26.2,0,None,None,None,Running,Healthy,60,96.65,97.44,92.51
2026-07-02 14:12:00,Evening,HT2026070202293,1,IS2062,5.15,4.3,73.23,0.8,1563.5,1550.8,1185,159.3,234,1100,220,9.52,31.96,19,Hydraulic,Water Flow Low,Low,Idle,Warning,69,91.95,95.6,86.03
2026-07-02 14:13:00,Evening,HT2026070202294,1,API X60,4.43,4.3,71.71,-1.35,1554.7,1541.7,917,173.2,181,1600,230,10.12,28.3,0,None,Water Flow Low,Low,Running,Warning,28,94.33,96.72,83.08
2026-07-02 14:14:00,Evening,HT2026070202295,1,SAE1008,4.21,4.3,69.99,0.09,1560.5,1543.9,1352,153.8,222,1600,230,11.1,19.54,0,None,None,None,Running,Fault,21,93.36,99.03,82.42
2026-07-02 14:15:00,Evening,HT2026070202296,2,SAE1008,5.11,4.3,73.34,-0.35,1554.3,1542.1,1036,168.2,220,1500,230,9.96,20.5,0,None,None,None,Running,Healthy,52,93.1,97.5,90.63
2026-07-02 14:16:00,Evening,HT2026070202297,1,SAE1008,4.5,4.3,73.46,1.48,1556.7,1538.6,1590,156.6,225,1600,220,11.43,22.93,0,None,None,None,Running,Healthy,20,90.1,98.73,93.72
2026-07-02 14:17:00,Evening,HT2026070202298,1,E350,4.62,4.3,73.72,-0.22,1563.1,1548,1201,168.3,190,1500,250,10.34,24.76,0,None,None,None,Running,Warning,68,92.08,98.3,86.82
2026-07-02 14:18:00,Evening,HT2026070202299,2,SAE1008,4.85,4.3,72.44,0,1552.5,1535.3,1090,188.9,224,1500,250,10.34,21.06,0,None,None,None,Running,Healthy,65,91.91,97.1,86.07
2026-07-02 14:19:00,Evening,HT2026070202300,2,API X60,4.35,4.3,68.36,1.62,1560.4,1544.7,1407,157.3,216,1300,250,8.23,31.82,0,None,None,None,Running,Warning,64,94.45,99.18,80.69
2026-07-02 14:20:00,Evening,HT2026070202301,2,API X60,5.09,4.3,74.96,-1.3,1558.6,1554.5,1473,164.3,206,1500,250,11.15,25.14,0,None,None,None,Running,Fault,85,90.05,97.4,92.67
2026-07-02 14:21:00,Evening,HT2026070202302,2,API X60,4.27,4.3,73.63,1.92,1547.2,1537.8,1162,174.5,184,1100,220,9.49,21.53,0,None,None,None,Running,Fault,18,95.82,95.8,81.56
2026-07-02 14:22:00,Evening,HT2026070202303,2,SAE1008,4.16,4.3,74.07,-1.72,1564.6,1546.9,1141,178.1,217,1600,200,8.39,23.68,30,Process,Hydraulic Pressure Low,Low,Idle,Fault,18,95.83,98.52,94.18
2026-07-02 14:23:00,Evening,HT2026070202304,1,SAE1008,4.06,4.3,70.92,0.12,1551.7,1536.6,1298,168.1,180,1600,250,11.39,25.86,0,None,None,None,Running,Fault,10,91.75,98.36,91.4
2026-07-02 14:24:00,Evening,HT2026070202305,1,IS2062,4.89,4.3,73.99,1.97,1562.6,1541,946,162.4,183,1500,230,10.67,29.3,0,None,None,None,Running,Fault,56,94.38,95,93.7
2026-07-02 14:25:00,Evening,HT2026070202306,1,E350,5.14,4.3,72.63,-0.42,1558.7,1551.4,1315,180.5,211,1300,250,11.48,20.86,19,Process,Speed Drop,High,Maintenance,Fault,97,99.77,96.09,87.82
2026-07-02 14:26:00,Evening,HT2026070202307,2,SAE1008,4.39,4.3,72.86,-1.89,1552.3,1535.2,1167,160.8,204,1100,230,11.18,29.67,23,Process,Temperature High,Medium,Idle,Warning,13,98.86,98.05,80.72
2026-07-02 14:27:00,Evening,HT2026070202308,2,E350,4.69,4.3,72.41,-0.6,1557.4,1546.3,1237,175.4,191,1500,230,8.53,26.28,0,None,None,None,Running,Warning,70,92.62,95.4,83.3
2026-07-02 14:28:00,Evening,HT2026070202309,2,E350,3.94,4.3,68.73,1.39,1552.2,1544.5,1513,178.4,195,1600,230,10.35,31.7,0,None,None,None,Running,Warning,52,90.66,97.17,86.18
2026-07-02 14:29:00,Evening,HT2026070202310,2,E350,4.17,4.3,69.41,1.39,1549.1,1537.4,1195,176.4,201,1300,230,9.12,18.04,0,None,None,None,Running,Warning,31,97.81,97.01,90.15
2026-07-02 14:30:00,Evening,HT2026070202311,1,E350,5,4.3,70.43,-0.96,1555.5,1538.8,1316,179.2,195,1500,220,11.2,29.28,9,Electrical,Hydraulic Pressure Low,Medium,Fault,Warning,65,97.3,95.56,86.29
2026-07-02 14:31:00,Evening,HT2026070202312,2,SAE1008,4.37,4.3,68.09,-0.32,1552.2,1544,1547,153.9,208,1100,200,9.78,22.35,0,None,None,None,Running,Warning,72,97.69,99.26,88.19
2026-07-02 14:32:00,Evening,HT2026070202313,1,E250,3.92,4.3,68.4,-0.41,1548.2,1547.8,975,173.8,215,1500,200,9.79,31.94,0,None,None,None,Running,Warning,65,96.26,98.76,88.53
2026-07-02 14:33:00,Evening,HT2026070202314,2,E350,4.97,4.3,69.98,0.56,1549,1545.6,1124,157.4,238,1600,250,11.42,25.58,0,None,None,None,Running,Fault,33,90.67,97.53,87.35
2026-07-02 14:34:00,Evening,HT2026070202315,1,E350,5.16,4.3,74.58,-0.66,1547.3,1543.2,964,169.9,215,900,230,10.21,32.66,0,None,None,None,Running,Healthy,66,97.31,99.09,86.74
2026-07-02 14:35:00,Evening,HT2026070202316,2,IS2062,4.85,4.3,71.08,-1.35,1560.5,1539.6,1551,165.3,221,900,250,11.29,34.73,0,None,None,None,Running,Healthy,91,98.2,99.33,86.97
2026-07-02 14:36:00,Evening,HT2026070202317,2,API X60,4.86,4.3,74.8,-0.12,1547.8,1552.7,957,150.2,232,1100,230,8.81,32.19,10,Process,Water Flow Low,Low,Maintenance,Healthy,70,99.44,98.05,92.35
2026-07-02 14:37:00,Evening,HT2026070202318,1,API X60,5.12,4.3,71.56,1.1,1546.9,1541.1,1250,179.6,231,1100,250,11.43,18.28,0,None,None,None,Running,Healthy,22,92.93,97.55,88.94
2026-07-02 14:38:00,Evening,HT2026070202319,2,E350,4.51,4.3,74.48,1.65,1559.3,1547.2,1138,160.8,185,1500,220,10.97,23.86,0,None,None,None,Running,Warning,25,95.04,98.96,85.12
2026-07-02 14:39:00,Evening,HT2026070202320,2,IS2062,4.89,4.3,71.84,-1.47,1563.7,1547.3,1167,151.5,185,1600,250,11.9,31.92,0,None,None,None,Running,Healthy,61,94.54,95.61,92.65
2026-07-02 14:40:00,Evening,HT2026070202321,1,SAE1008,4.45,4.3,71.26,0.12,1562.5,1547.3,1430,184.6,238,1600,200,8.45,23.46,8,Mechanical,Mold Level Low,Medium,Fault,Fault,72,99.84,97.01,84.62
2026-07-02 14:41:00,Evening,HT2026070202322,1,API X60,4.85,4.3,70.42,-1.97,1562.6,1542.2,1495,184.6,225,1300,200,9.87,31.25,0,None,Mold Level High,Low,Running,Warning,73,91.29,98.71,81.38
2026-07-02 14:42:00,Evening,HT2026070202323,1,IS2062,5.08,4.3,70.78,1.28,1562.6,1535.4,1096,155.3,197,1500,250,8.29,28.88,0,None,None,None,Running,Fault,0,91.69,99.22,84.83
2026-07-02 14:43:00,Evening,HT2026070202324,2,SAE1008,4.01,4.3,72.84,0.74,1548.5,1535.2,1084,165.8,206,1300,250,9.9,20.65,0,None,None,None,Running,Warning,20,98.76,98.25,87.26
2026-07-02 14:44:00,Evening,HT2026070202325,1,API X60,4.4,4.3,72.29,2,1549.4,1547,959,182.2,216,1300,220,10.54,19.74,0,None,None,None,Running,Healthy,65,97.03,95.5,87.41
2026-07-02 14:45:00,Evening,HT2026070202326,2,SAE1008,4.06,4.3,70.18,-0.91,1563.9,1542.6,1259,178.1,235,1500,250,9.31,30.67,0,None,None,None,Running,Warning,100,97.14,96.36,91.51
2026-07-02 14:46:00,Evening,HT2026070202327,1,API X60,4.33,4.3,72.48,-1.18,1545.2,1547.3,1341,176.9,203,1600,230,9.63,19.46,0,None,None,None,Running,Warning,44,93.79,97.92,83.59
2026-07-02 14:47:00,Evening,HT2026070202328,1,SAE1008,4.28,4.3,68.39,-1.64,1549.7,1541.7,1427,158,226,1600,220,8.23,20.1,0,None,None,None,Running,Fault,84,99.97,95.18,92.66
2026-07-02 14:48:00,Evening,HT2026070202329,2,IS2062,3.81,4.3,68.35,-1.03,1559.8,1546,1031,169.2,221,900,200,10.36,20.74,0,None,None,None,Running,Fault,76,96.85,98.9,81.9
2026-07-02 14:49:00,Evening,HT2026070202330,2,IS2062,5.1,4.3,73.81,-1.1,1552,1537.9,1011,186.6,216,1100,220,10.63,34.14,0,None,None,None,Running,Healthy,8,99.59,98.16,94.74
2026-07-02 14:50:00,Evening,HT2026070202331,1,SAE1008,4.81,4.3,69.12,0.58,1552.7,1543.1,1056,151.6,190,1600,250,11.04,33.19,0,None,None,None,Running,Healthy,17,97.26,95.49,90.75
2026-07-02 14:51:00,Evening,HT2026070202332,1,E250,4.83,4.3,72.34,1.15,1545.2,1535.4,1473,156.4,195,1500,250,8.23,30.96,0,None,None,None,Running,Fault,45,96.19,98.7,80.29
2026-07-02 14:52:00,Evening,HT2026070202333,1,E250,3.91,4.3,74.81,-0.62,1562.2,1543.1,943,174,225,1500,250,10.07,26.94,0,None,None,None,Running,Healthy,12,92.36,98.47,81.03
2026-07-02 14:53:00,Evening,HT2026070202334,2,SAE1008,3.84,4.3,72.72,1.95,1545.8,1546.4,1253,170.6,197,1500,220,10.21,32.16,0,None,None,None,Running,Warning,97,99.96,95.75,84.27
2026-07-02 14:54:00,Evening,HT2026070202335,1,SAE1008,4.92,4.3,68.48,1.65,1560.5,1551,985,169,207,1100,230,11.82,32.42,0,None,Mold Level High,Low,Running,Fault,27,92.02,97.28,82.96
2026-07-02 14:55:00,Evening,HT2026070202336,1,API X60,5.09,4.3,74.32,-0.45,1561.8,1553.2,1188,183.1,215,1100,220,10.49,30.64,0,None,None,None,Running,Healthy,70,94.6,98.88,83.97
2026-07-02 14:56:00,Evening,HT2026070202337,2,E350,5.2,4.3,68.1,1.65,1560.7,1535.9,904,156.2,184,1500,220,10.11,20.4,0,None,None,None,Running,Fault,9,90.53,95.53,87.56
2026-07-02 14:57:00,Evening,HT2026070202338,2,API X60,4.55,4.3,73.51,1.59,1551,1543.5,1080,172.7,190,1300,230,8.17,34.92,0,None,None,None,Running,Warning,82,99.89,95.83,90.6
2026-07-02 14:58:00,Evening,HT2026070202339,1,E250,4.14,4.3,68.66,1.24,1550,1554.1,1559,156.3,226,1100,200,11.26,27.78,0,None,Speed Drop,Medium,Running,Warning,48,95.74,95.39,88.54
2026-07-02 14:59:00,Evening,HT2026070202340,1,API X60,5.06,4.3,74.4,-0.85,1558.7,1538.4,1030,186.6,214,1500,230,10.5,19.79,0,None,None,None,Running,Healthy,74,97.52,96.73,88.99
2026-07-02 15:00:00,Evening,HT2026070202341,1,SAE1008,4.69,4.3,68.53,-1.03,1560.7,1540.3,1599,174.4,185,1100,200,10.11,20.82,0,None,None,None,Running,Fault,12,95.41,98.53,84.12
2026-07-02 15:01:00,Evening,HT2026070202342,2,SAE1008,4.5,4.3,68.99,-1.15,1559.1,1542.3,1444,176.8,212,1300,250,8.76,29.47,10,Process,Temperature High,Low,Fault,Warning,72,90.86,95.96,87.09
2026-07-02 15:02:00,Evening,HT2026070202343,2,SAE1008,4.38,4.3,68.3,-1.19,1564,1552.1,1370,156.8,194,900,250,8.62,29.91,0,None,None,None,Running,Healthy,43,93.67,96.96,87.58
2026-07-02 15:03:00,Evening,HT2026070202344,2,E250,4.33,4.3,68.57,1.51,1560.3,1540,1341,152.4,236,1100,220,8.93,28.29,0,None,None,None,Running,Warning,18,96.31,97.42,80.98
2026-07-02 15:04:00,Evening,HT2026070202345,2,API X60,4.82,4.3,73.77,0.06,1558.5,1547.7,1594,165,220,1100,230,8.12,27.07,16,Mechanical,Hydraulic Pressure Low,Medium,Idle,Warning,44,93.68,98.65,84.09
2026-07-02 15:05:00,Evening,HT2026070202346,2,IS2062,4.1,4.3,73.16,0.39,1553.2,1546.3,1395,187.9,200,1600,200,11.38,30.05,0,None,None,None,Running,Warning,57,91.12,97.66,83.71
2026-07-02 15:06:00,Evening,HT2026070202347,1,API X60,3.82,4.3,72.05,-1.23,1547,1553.3,1365,179.6,194,1500,200,10.3,28.72,0,None,None,None,Running,Healthy,74,99.08,97.68,87.39
2026-07-02 15:07:00,Evening,HT2026070202348,1,E350,4.09,4.3,69.85,0.74,1558.3,1541.7,967,184.9,219,1500,230,10.7,30.62,0,None,None,None,Running,Healthy,16,99.46,96.81,89.5
2026-07-02 15:08:00,Evening,HT2026070202349,2,API X60,4.79,4.3,70.77,0.17,1564.8,1553.4,1000,166,198,900,230,8.66,31.38,10,Electrical,Water Flow Low,Medium,Fault,Fault,1,93.17,95.25,83.26
2026-07-02 15:09:00,Evening,HT2026070202350,1,IS2062,5.07,4.3,68.59,-0.08,1556.6,1544.7,1017,160.2,199,1500,250,11.99,19.49,0,None,None,None,Running,Fault,13,94.22,95.61,84.41
2026-07-02 15:10:00,Evening,HT2026070202351,1,API X60,4.1,4.3,70.34,-0.09,1552.7,1539.3,1395,180.1,200,1100,250,10.27,20.75,0,None,None,None,Running,Healthy,40,92.57,96.12,80.07
2026-07-02 15:11:00,Evening,HT2026070202352,1,E350,4.66,4.3,69.15,-1.51,1548.3,1538.8,1235,177,206,1600,200,9.23,34.12,0,None,None,None,Running,Healthy,84,90.94,96.32,89.04
2026-07-02 15:12:00,Evening,HT2026070202353,1,E250,3.94,4.3,73.23,-0.76,1556.2,1553.8,1547,175.5,213,1500,230,10.44,24.41,0,None,Mold Level High,High,Running,Warning,25,95.53,97.12,87.81
2026-07-02 15:13:00,Evening,HT2026070202354,1,E250,4.81,4.3,68.7,-0.02,1558.9,1546.1,1554,181.5,204,1500,220,10.22,23.24,0,None,None,None,Running,Warning,43,93.86,95.56,84.97
2026-07-02 15:14:00,Evening,HT2026070202355,2,E250,4.94,4.3,70.2,0.81,1558,1539.5,1435,167.2,209,900,250,9.59,29.86,0,None,None,None,Running,Healthy,44,93.41,96.75,86.18
2026-07-02 15:15:00,Evening,HT2026070202356,2,API X60,4.04,4.3,71.22,-0.63,1546.9,1549,930,167.3,235,900,200,11.39,31.98,0,None,Water Flow Low,High,Running,Fault,96,96.56,97.19,81.34
2026-07-02 15:16:00,Evening,HT2026070202357,2,E250,4.05,4.3,72.44,0.66,1545.9,1552.5,1524,164.7,198,900,230,9.84,26.56,0,None,None,None,Running,Warning,16,90.98,98.78,81.08
2026-07-02 15:17:00,Evening,HT2026070202358,2,IS2062,4.27,4.3,73.24,-0.04,1548.6,1541.8,1040,179.4,199,1300,230,10.97,25.7,0,None,None,None,Running,Fault,36,95.8,99.3,90.69
2026-07-02 15:18:00,Evening,HT2026070202359,1,E250,4.4,4.3,74.69,1.3,1548.2,1546.8,1032,163.6,216,1600,200,11.59,32.24,0,None,None,None,Running,Healthy,84,92.45,98.21,81.74
2026-07-02 15:19:00,Evening,HT2026070202360,2,E350,4.19,4.3,72.38,0.06,1549.9,1547,1548,182.7,240,900,230,10.36,19.1,0,None,None,None,Running,Healthy,80,98.39,95.07,88.7
2026-07-02 15:20:00,Evening,HT2026070202361,2,API X60,4.15,4.3,70.31,0.26,1549.5,1552.1,1151,175.8,198,1300,250,11.18,22.59,0,None,None,None,Running,Healthy,1,95.26,95.72,81.15
2026-07-02 15:21:00,Evening,HT2026070202362,1,API X60,4.81,4.3,73.75,1.6,1546.1,1553.6,1292,165.2,215,900,230,8.61,25.23,0,None,None,None,Running,Warning,69,94.79,96.04,90.02
2026-07-02 15:22:00,Evening,HT2026070202363,1,E250,4.74,4.3,72.19,-1.28,1548.8,1548.3,1333,182.2,213,1600,220,8.95,32.35,0,None,None,None,Running,Healthy,60,95.9,97.93,83.57
2026-07-02 15:23:00,Evening,HT2026070202364,1,SAE1008,3.96,4.3,68.98,-0.62,1554.8,1535.8,1438,157,215,1600,220,8.36,26.22,0,None,Speed Drop,Medium,Running,Fault,44,94.36,95.9,83.09
2026-07-02 15:24:00,Evening,HT2026070202365,2,E250,3.81,4.3,74.21,0.37,1547.4,1549.9,1318,189.7,208,1600,200,9.84,31.39,20,Planned,Hydraulic Pressure Low,Low,Maintenance,Warning,15,94.06,98.66,83.42
2026-07-02 15:25:00,Evening,HT2026070202366,1,API X60,4.89,4.3,74.73,-1.56,1553.2,1549.6,1006,184.7,201,1600,230,10.75,34.91,0,None,None,None,Running,Fault,74,95.15,96.64,87.67
2026-07-02 15:26:00,Evening,HT2026070202367,2,SAE1008,4.71,4.3,74.84,1.47,1564.8,1548.8,1110,184.4,184,1500,230,9.55,26.36,0,None,None,None,Running,Healthy,71,95.27,98.33,91.01
2026-07-02 15:27:00,Evening,HT2026070202368,1,IS2062,3.8,4.3,74.88,-1.85,1558.8,1538.1,1456,180.9,186,1300,250,11.87,19.87,28,Mechanical,Temperature High,High,Fault,Warning,0,96.35,96.04,85.91
2026-07-02 15:28:00,Evening,HT2026070202369,1,API X60,4.22,4.3,72.63,-0.34,1558.6,1545.7,1250,182.8,224,1100,250,9.34,22.89,0,None,Hydraulic Pressure Low,Medium,Running,Warning,31,96.31,99.38,88.73
2026-07-02 15:29:00,Evening,HT2026070202370,1,E350,4.21,4.3,70.14,1.18,1559.5,1536.1,1122,162.5,185,1100,220,11.81,27.07,0,None,None,None,Running,Warning,27,92.43,96.04,89.04
2026-07-02 15:30:00,Evening,HT2026070202371,2,E250,4.54,4.3,70.5,0.87,1548.7,1536.1,1418,184.6,202,1600,230,10.91,30.24,0,None,None,None,Running,Fault,40,94.69,95.41,91.17
2026-07-02 15:31:00,Evening,HT2026070202372,2,SAE1008,4.41,4.3,72.44,1.52,1558.3,1549.8,971,169.6,221,1300,220,8.05,23.62,21,Mechanical,Temperature High,High,Maintenance,Healthy,73,96.09,95.01,85.72
2026-07-02 15:32:00,Evening,HT2026070202373,2,API X60,4.74,4.3,72.24,-1.31,1557.3,1538.5,1570,156.2,195,1100,230,9.58,30.03,0,None,None,None,Running,Healthy,98,99.92,98.99,87.66
2026-07-02 15:33:00,Evening,HT2026070202374,1,E350,4.89,4.3,68.73,0.96,1559.9,1553.6,1303,174.4,207,1100,200,11.97,28.12,0,None,None,None,Running,Fault,34,92.86,97.87,87.92
2026-07-02 15:34:00,Evening,HT2026070202375,1,API X60,4.88,4.3,69.36,0.88,1561.6,1535.9,1578,183.4,230,1500,220,9.38,33.25,8,Planned,Temperature High,High,Idle,Warning,98,93.03,95.84,82.03
2026-07-02 15:35:00,Evening,HT2026070202376,1,E350,4.49,4.3,74.88,-1.58,1554.5,1552.1,1515,184.1,193,1600,230,8.75,34.46,0,None,None,None,Running,Warning,56,91.8,97.68,93.01
2026-07-02 15:36:00,Evening,HT2026070202377,2,IS2062,4.25,4.3,68.16,-1.53,1551.7,1545.9,1455,163.1,230,1600,220,11.52,23.39,25,Mechanical,Temperature High,High,Idle,Warning,54,94.14,96.08,89.44
2026-07-02 15:37:00,Evening,HT2026070202378,1,E350,5.16,4.3,69.27,-0.99,1556.4,1538.8,1430,177.4,185,1600,230,8.98,34,0,None,None,None,Running,Healthy,61,97.36,95.91,90.95
2026-07-02 15:38:00,Evening,HT2026070202379,1,SAE1008,4.4,4.3,72.51,-0.06,1547,1554.4,904,155.2,231,1100,200,8.42,19.66,0,None,None,None,Running,Healthy,53,94.87,95.14,83.75
2026-07-02 15:39:00,Evening,HT2026070202380,2,API X60,4.16,4.3,70.22,0.93,1546.9,1537.1,1026,182,218,1100,200,11.83,30.7,29,Mechanical,Temperature High,Low,Idle,Fault,15,99.33,98.6,91.7
2026-07-02 15:40:00,Evening,HT2026070202381,1,SAE1008,4.52,4.3,69.47,-1.76,1562.3,1539,1248,170.3,234,1500,220,8.91,20.88,0,None,None,None,Running,Warning,83,95.27,99.01,86.81
2026-07-02 15:41:00,Evening,HT2026070202382,1,SAE1008,4.95,4.3,73.16,0.05,1546,1547.6,1488,171.7,207,1100,250,11.25,27.9,0,None,None,None,Running,Fault,56,98.01,98.91,90.99
2026-07-02 15:42:00,Evening,HT2026070202383,1,API X60,5.08,4.3,71.97,-0.99,1562.5,1537.1,1462,178.3,217,1300,250,10.3,22.75,0,None,None,None,Running,Fault,100,96.17,97.23,82.06
2026-07-02 15:43:00,Evening,HT2026070202384,1,E350,4.23,4.3,74.47,1.1,1553.2,1546.9,1382,179,197,900,200,8.65,32.71,1,Electrical,Mold Level High,Low,Maintenance,Warning,72,98.93,96.1,90.1
2026-07-02 15:44:00,Evening,HT2026070202385,1,E350,5.06,4.3,71.35,-0.99,1549.3,1553.6,903,177,188,1500,220,9.82,19.05,0,None,None,None,Running,Fault,34,96.08,97,94.68
2026-07-02 15:45:00,Evening,HT2026070202386,1,IS2062,4.46,4.3,69.54,-1.11,1551.4,1553.7,1129,165.2,190,1300,230,9.01,31.53,0,None,None,None,Running,Warning,19,96.79,97.44,84.7
2026-07-02 15:46:00,Evening,HT2026070202387,2,E250,4.85,4.3,74.69,1.97,1557.7,1553.6,1351,166.9,219,900,230,11.73,33.83,21,Mechanical,Speed Drop,Low,Idle,Warning,73,94.68,95.26,86.18
2026-07-02 15:47:00,Evening,HT2026070202388,2,IS2062,5.12,4.3,73.97,0.4,1552.5,1548.7,1296,189.1,194,1600,230,8.05,26.41,0,None,None,None,Running,Warning,8,90.21,95.17,91.29
2026-07-02 15:48:00,Evening,HT2026070202389,2,E250,4.07,4.3,68.88,0.11,1547.8,1541.3,1094,176.5,196,1500,250,8.56,25.06,0,None,None,None,Running,Healthy,50,95.91,96.89,80.48
2026-07-02 15:49:00,Evening,HT2026070202390,2,API X60,5.17,4.3,71.53,-1.99,1559.3,1536.1,1470,171.1,183,1300,250,10.57,25.07,0,None,None,None,Running,Warning,87,90.07,97.16,80.46
2026-07-02 15:50:00,Evening,HT2026070202391,2,API X60,3.97,4.3,71.9,-0.13,1559.9,1554.4,1098,170.1,203,1100,230,10.89,27.9,28,Hydraulic,Mold Level High,Low,Idle,Fault,33,97.24,97.34,91.5
